Definitions:,Day or Night,What's the weather?,Is there wildfire or smoke?,Are there pelicans?,Are there pods?,How many pods?,Are the birds flying around/away from somewhere?,Are the babies on a nest or in a pod?,Are there predators?,Have the parents abandoned their young?,Is this a pretty photo?
20170611163000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612001500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612005500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612035000.jpg',night,,,,,,,,,,
20170612081000.jpg',night,,,,,,,,,,
20170612164000.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612190000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612205500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170612232000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170613062500.jpg',night,,,,,,,,,,
20170613123000.jpg',day,rain,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170613190500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170613235000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170614005500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170614031500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170614035500.jpg',night,,,,,,,,,,
20170614163000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170615055500.jpg',night,,,,,,,,,,
20170615175000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170615222500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170616130500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170616164000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170616180500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170616183000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170616183500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170617010000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170617034500.jpg',night,,,,,,,,,,
20170617064000.jpg',night,,,,,,,,,,
20170617084000.jpg',night,,,,,,,,,,
20170617100500.jpg',night,,,,,,,,,,
20170617123500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170617175000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170617230500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170617231000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170618035000.jpg',night,,,,,,,,,,
20170618054500.jpg',night,,,,,,,,,,
20170618175000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170618192500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170618220500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170619010500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170619053500.jpg',night,,,,,,,,,,
20170619085000.jpg',night,,,,,,,,,,
20170619105500.jpg',night,,,,,,,,,,
20170619113000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170619133000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170619233500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170620043500.jpg',night,,,,,,,,,,
20170620075500.jpg',night,,,,,,,,,,
20170620093500.jpg',night,,,,,,,,,,
20170621073000.jpg',night,,,,,,,,,,
20170621075000.jpg',night,,,,,,,,,,
20170621114000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170621184000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170622025500.jpg',day,cloudy,FALSE,FALSE,FALSE,,FALSE,,FALSE,,TRUE
20170622042000.jpg',night,,,,,,,,,,
20170622093500.jpg',night,,,,,,,,,,
20170622192000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170622205500.jpg',day,sun,FALSE,FALSE,FALSE,,TRUE,,FALSE,,FALSE
20170623035500.jpg',night,,,,,,,,,,
20170623092500.jpg',night,,,,,,,,,,
20170623200000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170624024500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170624052500.jpg',night,,,,,,,,,,
20170624053000.jpg',night,,,,,,,,,,
20170624112500.jpg',night,,,,,,,,,,
20170624162500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170624170000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170624171000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170624192000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170624223500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170625091000.jpg',night,,,,,,,,,,
20170625104000.jpg',night,,,,,,,,,,
20170625174500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170626090500.jpg',night,,,,,,,,,,
20170627123500.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170627184000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170628123500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170628232000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170628234500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170629035000.jpg',night,,,,,,,,,,
20170629055000.jpg',night,,,,,,,,,,
20170629113000.jpg',night,,,,,,,,,,
20170629140000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170630054500.jpg',night,,,,,,,,,,
20170630145500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170630181000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170630183500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170701033000.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170701050000.jpg',night,,,,,,,,,,
20170701065500.jpg',night,,,,,,,,,,
20170701111000.jpg',night,,,,,,,,,,
20170701141500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170701192000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170701212000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170702093000.jpg',night,,,,,,,,,,
20170702111500.jpg',night,,,,,,,,,,
20170702120000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170702173000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170703033500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170703052000.jpg',night,,,,,,,,,,
20170703083500.jpg',night,,,,,,,,,,
20170703180500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170703192500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170704010000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170704084500.jpg',night,,,,,,,,,,
20170704090500.jpg',night,,,,,,,,,,
20170704212500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170704232500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170705034000.jpg',night,,,,,,,,,,
20170705162500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170705174500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170705223500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170706022000.jpg',day,sun,FALSE,TRUE,TRUE,1,TRUE,,FALSE,,FALSE
20170706060500.jpg',night,,,,,,,,,,
20170706080000.jpg',night,,,,,,,,,,
20170706091000.jpg',night,,,,,,,,,,
20170707041000.jpg',night,,,,,,,,,,
20170707084000.jpg',night,,,,,,,,,,
20170707115000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170707184500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170708000000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170708072500.jpg',night,,,,,,,,,,
20170708081000.jpg',night,,,,,,,,,,
20170708132500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170708164000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170708195500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170709145500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170709151500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170709164500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170710030500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170710032500.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170710035500.jpg',night,,,,,,,,,,
20170710081500.jpg',night,,,,,,,,,,
20170710093500.jpg',night,,,,,,,,,,
20170710143000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170711015500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170711023000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170711033000.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170711122500.jpg',day,sun,FALSE,TRUE,TRUE,3,TRUE,,FALSE,,FALSE
20170711143500.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170711152000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170711154000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170711154500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170711160500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170711161000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170711191500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170711202000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170712004000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170712092000.jpg',night,,,,,,,,,,
20170712171500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170712193500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170713015500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170713075500.jpg',night,,,,,,,,,,
20170713114500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170713125500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170713130500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170713211500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170714013500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170714081000.jpg',night,,,,,,,,,,
20170714121000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170714141500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170714142500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170715130000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170715151000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170715151500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170715232000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170715235500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170716083000.jpg',night,,,,,,,,,,
20170716101000.jpg',night,,,,,,,,,,
20170716135000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170716222500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170716232000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170717002500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170717024000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170717062000.jpg',night,,,,,,,,,,
20170717064500.jpg',night,,,,,,,,,,
20170717124500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170717183000.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170718003500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170718115000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170718122000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170718170000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170718210000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719032500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719132000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719142000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719155000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719190000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719194000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719213500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170719224000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720020500.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720032000.jpg',day,cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170720065500.jpg',night,,,,,,,,,,
20170720095500.jpg',night,,,,,,,,,,
20170720111500.jpg',night,,,,,,,,,,
20170720225000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170721032500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170721103500.jpg',night,,,,,,,,,,
20170722021500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170722032000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170722040500.jpg',night,,,,,,,,,,
20170722055500.jpg',night,,,,,,,,,,
20170722084000.jpg',night,,,,,,,,,,
20170722100500.jpg',night,,,,,,,,,,
20170722143500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170723014500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170724150500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170725041000.jpg',night,,,,,,,,,,
20170725051000.jpg',night,,,,,,,,,,
20170725062500.jpg',night,,,,,,,,,,
20170725083000.jpg',night,,,,,,,,,,
20170725124500.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170725143000.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170725215000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170725232000.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170725233500.jpg',day,partly cloudy,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170726012500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170726022000.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726030500.jpg',day,sun,FALSE,TRUE,TRUE,3,FALSE,,FALSE,,FALSE
20170726071000.jpg',night,,,,,,,,,,
20170726074500.jpg',night,,,,,,,,,,
20170726122500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726160500.jpg',day,sun,FALSE,TRUE,TRUE,2,FALSE,,FALSE,,FALSE
20170726184000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727033000.jpg',night,,,,,,,,,,
20170727040500.jpg',night,,,,,,,,,,
20170727134000.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727153500.jpg',day,sun,FALSE,TRUE,TRUE,1,FALSE,,FALSE,,FALSE
20170727173000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170727182500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170728030000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170728040500.jpg',night,,,,,,,,,,
20170728094000.jpg',night,,,,,,,,,,
20170728113500.jpg',night,,,,,,,,,,
20170728141000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170729054500.jpg',night,,,,,,,,,,
20170729093000.jpg',night,,,,,,,,,,
20170729095500.jpg',night,,,,,,,,,,
20170729105500.jpg',night,,,,,,,,,,
20170729122000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170729234000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170730033000.jpg',night,,,,,,,,,,
20170730083500.jpg',night,,,,,,,,,,
20170730113000.jpg',night,,,,,,,,,,
20170730145000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170730175500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170731033000.jpg',night,,,,,,,,,,
20170731054500.jpg',night,,,,,,,,,,
20170801011000.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801144500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801150500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170801190500.jpg',day,sun,FALSE,FALSE,FALSE,,FALSE,,FALSE,,FALSE
20170802090000.jpg',night,,,,,,,,,,
